direction,prize_topic,citation_topic,prize_domain,citation_domain,prize_paper_field,citation_paper_field,count,sample_prize_paper_id,sample_prize_paper_title,sample_citation_paper_id,sample_citation_paper_title
citation_paper_cites_prize_paper,Decision Sciences,Computer Science,Social Sciences,Physical Sciences,Decision Sciences,Computer Science,2,W1975117866,"The Isolation of an Ion, a Precision Measurement of Its Charge, and the Correction of Stokes's Law",W4221133804,An Investigation Into The Mathematical and Physical Origins of The Fine-Structure Constant
prize_paper_references_citation_paper,"Pharmacology, Toxicology and Pharmaceutics","Biochemistry, Genetics and Molecular Biology",Life Sciences,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics","Biochemistry, Genetics and Molecular Biology",27,W2090488193,FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION,W1974922945,Chemical Composition of the Tumor-Producing Fraction of Chicken Tumor I
prize_paper_references_citation_paper,"Pharmacology, Toxicology and Pharmaceutics",Medicine,Life Sciences,Health Sciences,"Pharmacology, Toxicology and Pharmaceutics",Medicine,10,W2090488193,FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION,W2019178604,THE PREPARATION OF SECTIONS OF GUINEA PIG LIVER FOR ELECTRON MICROSCOPY.
prize_paper_references_citation_paper,"Pharmacology, Toxicology and Pharmaceutics",Decision Sciences,Life Sciences,Social Sciences,"Pharmacology, Toxicology and Pharmaceutics",Decision Sciences,1,W2090488193,FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION,W2043341529,The American Association for the Advancement of Science
prize_paper_references_citation_paper,"Pharmacology, Toxicology and Pharmaceutics",Unknown Citation Field,Life Sciences,Unknown Domain,"Pharmacology, Toxicology and Pharmaceutics",,3,W2090488193,FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION,W2062808672,The Constitution of Protoplasm
prize_paper_references_citation_paper,"Pharmacology, Toxicology and Pharmaceutics",Engineering,Life Sciences,Physical Sciences,"Pharmacology, Toxicology and Pharmaceutics",Engineering,2,W2090488193,FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION,W2144434797,"FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION: I. PROBLEMS, METHODS, AND PREPARATION OF EXTRACT"
citation_paper_cites_prize_paper,Mathematics,Social Sciences,Physical Sciences,Social Sciences,Mathematics,Social Sciences,4,W2248814689,Fine Structure of the Hydrogen Atom by a Microwave Method,W3046366537,John Ward: Memoir of a Theoretical Physicist
prize_paper_references_citation_paper,Neuroscience,Computer Science,Life Sciences,Physical Sciences,Neuroscience,Computer Science,4,W2004213037,Pre-Lumirhodopsin and the Bleaching of Visual Pigments,W2324029345,"Geometrical Isomerization of Vitamin A, Retinene and Retinene Oxime"
prize_paper_references_citation_paper,Medicine,Energy,Health Sciences,Physical Sciences,Medicine,Energy,2,W2028808912,Boron Hydrides: LCAO—MO and Resonance Studies,W2009300419,"A Reinvestigation of the Structures of Diborane and Ethane by Electron Diffraction<sup>1,2</sup>"
citation_paper_cites_prize_paper,Computer Science,Veterinary,Physical Sciences,Health Sciences,Computer Science,Veterinary,1,W2059693774,A New Audiometer,W1967021119,The effect of alcohol upon the differential brightness threshold in rats
prize_paper_references_citation_paper,Immunology and Microbiology,Veterinary,Life Sciences,Health Sciences,Immunology and Microbiology,Veterinary,1,W38403571,THE DISTRIBUTION OF CYTOCHROME OXIDASE AND SUCCINOXIDASE IN THE CYTOPLASM OF THE MAMMALIAN LIVER CELL,W122722010,THE ASSAY OF ANIMAL TISSUES FOR RESPIRATORY ENZYMES
prize_paper_references_citation_paper,Immunology and Microbiology,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences,Life Sciences,Immunology and Microbiology,"Pharmacology, Toxicology and Pharmaceutics",1,W38403571,THE DISTRIBUTION OF CYTOCHROME OXIDASE AND SUCCINOXIDASE IN THE CYTOPLASM OF THE MAMMALIAN LIVER CELL,W2056807232,Association of Phosphatase with a Material in Kidney Sedimentable at High Speed and Its Liberation by Autolysis
prize_paper_references_citation_paper,Immunology and Microbiology,Engineering,Life Sciences,Physical Sciences,Immunology and Microbiology,Engineering,1,W38403571,THE DISTRIBUTION OF CYTOCHROME OXIDASE AND SUCCINOXIDASE IN THE CYTOPLASM OF THE MAMMALIAN LIVER CELL,W2144434797,"FRACTIONATION OF MAMMALIAN LIVER CELLS BY DIFFERENTIAL CENTRIFUGATION: I. PROBLEMS, METHODS, AND PREPARATION OF EXTRACT"
prize_paper_references_citation_paper,Immunology and Microbiology,Agricultural and Biological Sciences,Life Sciences,Life Sciences,Immunology and Microbiology,Agricultural and Biological Sciences,12,W38403571,THE DISTRIBUTION OF CYTOCHROME OXIDASE AND SUCCINOXIDASE IN THE CYTOPLASM OF THE MAMMALIAN LIVER CELL,W2346151943,"Experimental Liver Cancer in Rats and its Inhibition by Rice-Bran Extract, Yeast, and Yeast Extract"
prize_paper_references_citation_paper,Physics and Astronomy,Social Sciences,Physical Sciences,Social Sciences,Physics and Astronomy,Social Sciences,4,W2075687768,"Excited States of the Mirror Nuclei,<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mi mathvariant=""normal"">Li</mml:mi></mml:mrow><mml:mrow><mml:mn>7</mml:mn></mml:mrow></mml:msup></mml:mrow></mml:math>and<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mi mathvariant=""normal"">Be</mml:mi></mml:mrow><mml:mrow><mml:mn>7</mml:mn></mml:mrow></mml:msup></mml:mrow></mml:math>",W2060002057,The Collision of Two Particles
prize_paper_references_citation_paper,Physics and Astronomy,Health Professions,Physical Sciences,Health Sciences,Physics and Astronomy,Health Professions,1,W2075687768,"Excited States of the Mirror Nuclei,<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mi mathvariant=""normal"">Li</mml:mi></mml:mrow><mml:mrow><mml:mn>7</mml:mn></mml:mrow></mml:msup></mml:mrow></mml:math>and<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msup><mml:mrow><mml:mi mathvariant=""normal"">Be</mml:mi></mml:mrow><mml:mrow><mml:mn>7</mml:mn></mml:mrow></mml:msup></mml:mrow></mml:math>",W2082533500,Interaction of Nuclear Particles
citation_paper_cites_prize_paper,Nursing,Veterinary,Health Sciences,Health Sciences,Nursing,Veterinary,1,W2414829511,The disulphide bonds of insulin,W1600214476,Inactivation of Chymotrypsin by Cyanate
citation_paper_cites_prize_paper,Materials Science,Veterinary,Physical Sciences,Health Sciences,Materials Science,Veterinary,2,W2058122340,Electric Field Effect in Atomically Thin Carbon Films,W4366003376,Recent advances in nanomaterials-based electrochemical sensors for tramadol analysis
prize_paper_references_citation_paper,"Biochemistry, Genetics and Molecular Biology",Mathematics,Life Sciences,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Mathematics,2,W2143070723,The Structure of the Potassium Channel: Molecular Basis of K <sup>+</sup> Conduction and Selectivity,W2054177027,ION‐MEMBRANE INTERACTIONS AS STRUCTURAL FORCES
prize_paper_references_citation_paper,"Biochemistry, Genetics and Molecular Biology",Veterinary,Life Sciences,Health Sciences,"Biochemistry, Genetics and Molecular Biology",Veterinary,2,W1986006829,"Post-embryonic cell lineages of the nematode, Caenorhabditis elegans",W2080850146,The physiology of infective processes of nematode parasites; the stimulus from the animal host
prize_paper_references_citation_paper,Nursing,"Biochemistry, Genetics and Molecular Biology",Health Sciences,Life Sciences,Nursing,"Biochemistry, Genetics and Molecular Biology",11,W207049882,The antihaemorrhagic vitamin of the chick,W1773173982,A deficiency disease in chicks resembling scurvy
prize_paper_references_citation_paper,Immunology and Microbiology,Nursing,Life Sciences,Health Sciences,Immunology and Microbiology,Nursing,2,W2074949244,Definition and Antagonism of Histamine H2-receptors,W2323309670,"Gastric Secretion in Dogs Treated with Histamine Antagonist, Thymoxyethyldiethylamine"
prize_paper_references_citation_paper,Materials Science,Neuroscience,Physical Sciences,Life Sciences,Materials Science,Neuroscience,6,W2037138473,CIS-TRANS ISOMERS OF VITAMIN A AND RETINENE IN THE RHODOPSIN SYSTEM,W1972655296,The Mechanism of Rhodopsin Synthesis
prize_paper_references_citation_paper,Materials Science,Medicine,Physical Sciences,Health Sciences,Materials Science,Medicine,6,W2037138473,CIS-TRANS ISOMERS OF VITAMIN A AND RETINENE IN THE RHODOPSIN SYSTEM,W2028307736,Alleged Effects of the Near Ultraviolet on Human Vision
prize_paper_references_citation_paper,Materials Science,Nursing,Physical Sciences,Health Sciences,Materials Science,Nursing,1,W2037138473,CIS-TRANS ISOMERS OF VITAMIN A AND RETINENE IN THE RHODOPSIN SYSTEM,W2332402443,Biochemical Studies on Vitamin A. IX. Biopotency of Neovitamin A in the Rat
prize_paper_references_citation_paper,Materials Science,Agricultural and Biological Sciences,Physical Sciences,Life Sciences,Materials Science,Agricultural and Biological Sciences,2,W2037138473,CIS-TRANS ISOMERS OF VITAMIN A AND RETINENE IN THE RHODOPSIN SYSTEM,W89263152,PROPERTIES OF THE PIGMENT LAYER FACTOR IN THE REGENERATION OF RHODOPSIN
prize_paper_references_citation_paper,Nursing,Materials Science,Health Sciences,Physical Sciences,Nursing,Materials Science,1,W2000315362,Eine ergiebige Synthese der l‐Ascorbinsäure (C‐Vitamin),W2084013940,Monoacetone Hexuronic Acid
prize_paper_references_citation_paper,Nursing,Nursing,Health Sciences,Health Sciences,Nursing,Nursing,4,W2000315362,Eine ergiebige Synthese der l‐Ascorbinsäure (C‐Vitamin),W2293153600,The structure of ascorbic acid.
prize_paper_references_citation_paper,Nursing,Engineering,Health Sciences,Physical Sciences,Nursing,Engineering,1,W2000315362,Eine ergiebige Synthese der l‐Ascorbinsäure (C‐Vitamin),W4256185250,THE USE OF NICKEL AS A CATALYST FOR HYDROGENATION. II
prize_paper_references_citation_paper,Chemistry,"Economics, Econometrics and Finance",Physical Sciences,Social Sciences,Chemistry,"Economics, Econometrics and Finance",1,W4249507569,Change of Phase under Pressure. I. The Phase Diagram of Eleven Substances with Especial Reference to The Melting Curve,W4250087674,Proprietà termiche dei solidi e dei liquidi
citation_paper_cites_prize_paper,Energy,"Pharmacology, Toxicology and Pharmaceutics",Physical Sciences,Life Sciences,Energy,"Pharmacology, Toxicology and Pharmaceutics",4,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W4211260797,Stoffwechsel organischer Verbindungen II
citation_paper_cites_prize_paper,Mathematics,Psychology,Physical Sciences,Social Sciences,Mathematics,Psychology,3,W2248814689,Fine Structure of the Hydrogen Atom by a Microwave Method,W4401776795,A Neurophilosophy of Libertarian Free Will
citation_paper_cites_prize_paper,Unknown Nobel Field,Decision Sciences,Unknown Domain,Social Sciences,,Decision Sciences,1,W1785442005,Aus dem Leben der Bienen,W3126362733,Economic and mathematical model of bee colonies housing in two-block hive with combined technological partitionEconomic and mathematical model of bee colonies housing in two-block hive with combined technological partition
prize_paper_references_citation_paper,"Biochemistry, Genetics and Molecular Biology",Health Professions,Life Sciences,Health Sciences,"Biochemistry, Genetics and Molecular Biology",Health Professions,1,W2013679718,Novel Proteinaceous Infectious Particles Cause Scrapie,W4242291671,Scrapie
prize_paper_references_citation_paper,Engineering,Mathematics,Physical Sciences,Physical Sciences,Engineering,Mathematics,1,W2020687655,Interactions between Light Waves in a Nonlinear Dielectric,W4240867252,A Course of Modern Analysis
prize_paper_references_citation_paper,Agricultural and Biological Sciences,Environmental Science,Life Sciences,Physical Sciences,Agricultural and Biological Sciences,Environmental Science,5,W2046171723,PLAQUE FORMATION AND ISOLATION OF PURE LINES WITH POLIOMYELITIS VIRUSES,W105872936,The Inheritance of Requirements for Adsorption Cofactors in the Bacterial Virus T4
prize_paper_references_citation_paper,Agricultural and Biological Sciences,Unknown Citation Field,Life Sciences,Unknown Domain,Agricultural and Biological Sciences,,5,W2046171723,PLAQUE FORMATION AND ISOLATION OF PURE LINES WITH POLIOMYELITIS VIRUSES,W4392750738,Personal Communication
prize_paper_references_citation_paper,Agricultural and Biological Sciences,Immunology and Microbiology,Life Sciences,Life Sciences,Agricultural and Biological Sciences,Immunology and Microbiology,6,W201050536,Viral RNA-dependent DNA Polymerase: RNA-dependent DNA Polymerase in Virions of Rous Sarcoma Virus,W2039597756,Origin of group-specific antigen of chicken leukosis viruses
prize_paper_references_citation_paper,Computer Science,Chemistry,Physical Sciences,Physical Sciences,Computer Science,Chemistry,2,W1966533239,Demonstration of a Fundamental Quantum Logic Gate,W2058725689,Réseau à trois dimensions de quadrupôles électriques élémentaires pour le confinement d'ions
prize_paper_references_citation_paper,Computer Science,Decision Sciences,Physical Sciences,Social Sciences,Computer Science,Decision Sciences,1,W1966533239,Demonstration of a Fundamental Quantum Logic Gate,W4230665353,Proceedings 35th Annual Symposium on Foundations of Computer Science
prize_paper_references_citation_paper,Chemical Engineering,Chemical Engineering,Physical Sciences,Physical Sciences,Chemical Engineering,Chemical Engineering,8,W2148849027,Coil-stretch transition of dilute flexible polymers under ultrahigh velocity gradients,W147481800,Flow birefringence of elastico-viscous polymer systems
prize_paper_references_citation_paper,Chemical Engineering,Chemistry,Physical Sciences,Physical Sciences,Chemical Engineering,Chemistry,4,W2148849027,Coil-stretch transition of dilute flexible polymers under ultrahigh velocity gradients,W21020969,Quasi-elastic scattering of neutrons by dilute polymer solutions: I. Free-draining limit
